ts,freeholdRacewayMallPower,freeholdRacewayMallSchOut,freeholdNJTemp,freeholdNJCondition
2019-05-13T15:30:00-04:00 New_York,1091.9482421875kW,true,49.5°F,showers
2019-05-13T15:45:00-04:00 New_York,1161.7034912109375kW,true,49.75°F,showers
2019-05-13T16:00:00-04:00 New_York,1209.4234619140625kW,true,50°F,rain
2019-05-13T16:15:00-04:00 New_York,1164.059326171875kW,true,50°F,rain
2019-05-13T16:30:00-04:00 New_York,1143.530029296875kW,true,50°F,rain
2019-05-13T16:45:00-04:00 New_York,1172.65478515625kW,true,50°F,rain
2019-05-13T17:00:00-04:00 New_York,1209.687744140625kW,true,50°F,rain
2019-05-13T17:15:00-04:00 New_York,1111.559326171875kW,true,49.75°F,rain
2019-05-13T17:30:00-04:00 New_York,1024.8143310546875kW,true,49.5°F,rain
2019-05-13T17:45:00-04:00 New_York,1105.0377197265625kW,true,49.25°F,rain
2019-05-13T18:00:00-04:00 New_York,1083.9036865234375kW,true,49°F,rain
2019-05-13T18:15:00-04:00 New_York,1122.1259765625kW,true,49°F,rain
2019-05-13T18:30:00-04:00 New_York,1129.8287353515625kW,true,49°F,rain
2019-05-13T18:45:00-04:00 New_York,1181.65625kW,true,49°F,rain
2019-05-13T19:00:00-04:00 New_York,1132.64013671875kW,true,49°F,rain
2019-05-13T19:15:00-04:00 New_York,1168.1375732421875kW,true,49°F,rain
2019-05-13T19:30:00-04:00 New_York,1227.722412109375kW,true,49°F,rain
2019-05-13T19:45:00-04:00 New_York,1300.6728515625kW,true,49°F,rain
2019-05-13T20:00:00-04:00 New_York,1334.0946044921875kW,true,49°F,showers
2019-05-13T20:15:00-04:00 New_York,1304.320068359375kW,true,49°F,showers
2019-05-13T20:30:00-04:00 New_York,1313.6419677734375kW,true,49°F,showers
2019-05-13T20:45:00-04:00 New_York,1269.0704345703125kW,true,49°F,showers
2019-05-13T21:00:00-04:00 New_York,1145.3931884765625kW,true,49°F,showers
2019-05-13T21:15:00-04:00 New_York,1104.9920654296875kW,false,49°F,showers
2019-05-13T21:30:00-04:00 New_York,858.6582641601562kW,false,49°F,showers
2019-05-13T21:45:00-04:00 New_York,607.1817626953125kW,false,49°F,showers
2019-05-13T22:00:00-04:00 New_York,526.2506103515625kW,false,49°F,showers
2019-05-13T22:15:00-04:00 New_York,460.4681091308594kW,false,49°F,showers
2019-05-13T22:30:00-04:00 New_York,426.893310546875kW,false,49°F,showers
2019-05-13T22:45:00-04:00 New_York,407.57379150390625kW,false,49°F,showers
2019-05-13T23:00:00-04:00 New_York,355.5982971191406kW,false,49°F,showers
2019-05-13T23:15:00-04:00 New_York,324.0421447753906kW,false,49°F,showers
2019-05-13T23:30:00-04:00 New_York,302.2266540527344kW,false,49°F,showers
2019-05-13T23:45:00-04:00 New_York,291.353271484375kW,false,49°F,showers
2019-05-14T00:00:00-04:00 New_York,284.3045959472656kW,false,49°F,showers
2019-05-14T00:15:00-04:00 New_York,280.3038635253906kW,false,49°F,showers
2019-05-14T00:30:00-04:00 New_York,273.6851806640625kW,false,49°F,showers
2019-05-14T00:45:00-04:00 New_York,263.2699279785156kW,false,49°F,showers
2019-05-14T01:00:00-04:00 New_York,262.9566650390625kW,false,49°F,showers
2019-05-14T01:15:00-04:00 New_York,269.14691162109375kW,false,49°F,showers
2019-05-14T01:30:00-04:00 New_York,272.7442626953125kW,false,49°F,showers
2019-05-14T01:45:00-04:00 New_York,266.47552490234375kW,false,49°F,showers
2019-05-14T02:00:00-04:00 New_York,266.42742919921875kW,false,49°F,showers
2019-05-14T02:15:00-04:00 New_York,270.14788818359375kW,false,49°F,showers
2019-05-14T02:30:00-04:00 New_York,258.98291015625kW,false,49°F,showers
2019-05-14T02:45:00-04:00 New_York,256.3329772949219kW,false,49°F,showers
2019-05-14T03:00:00-04:00 New_York,267.4866943359375kW,false,49°F,showers
2019-05-14T03:15:00-04:00 New_York,250.72723388671875kW,false,49°F,showers
2019-05-14T03:30:00-04:00 New_York,259.7235412597656kW,false,49°F,showers
2019-05-14T03:45:00-04:00 New_York,249.42723083496094kW,false,49°F,showers
2019-05-14T04:00:00-04:00 New_York,257.6752014160156kW,false,49°F,showers
2019-05-14T04:15:00-04:00 New_York,264.15838623046875kW,false,49°F,showers
2019-05-14T04:30:00-04:00 New_York,257.38592529296875kW,false,49°F,showers
2019-05-14T04:45:00-04:00 New_York,246.36436462402344kW,false,49°F,showers
2019-05-14T05:00:00-04:00 New_York,248.77320861816406kW,false,49°F,showers
2019-05-14T05:15:00-04:00 New_York,260.2540283203125kW,false,49°F,showers
2019-05-14T05:30:00-04:00 New_York,263.8398132324219kW,false,49°F,showers
2019-05-14T05:45:00-04:00 New_York,269.8681335449219kW,false,49°F,showers
2019-05-14T06:00:00-04:00 New_York,249.0699005126953kW,false,49°F,showers
2019-05-14T06:15:00-04:00 New_York,229.08206176757812kW,false,49°F,showers
2019-05-14T06:30:00-04:00 New_York,237.84861755371094kW,false,49°F,showers
2019-05-14T06:45:00-04:00 New_York,200.81314086914062kW,false,49°F,showers
2019-05-14T07:00:00-04:00 New_York,202.07411193847656kW,false,49°F,showers
2019-05-14T07:15:00-04:00 New_York,199.57070922851562kW,false,49°F,showers
2019-05-14T07:30:00-04:00 New_York,192.47720336914062kW,false,49°F,showers
2019-05-14T07:45:00-04:00 New_York,197.64309692382812kW,false,49°F,showers
2019-05-14T08:00:00-04:00 New_York,232.4539031982422kW,false,49°F,showers
2019-05-14T08:15:00-04:00 New_York,305.3655090332031kW,false,49°F,showers
2019-05-14T08:30:00-04:00 New_York,363.0473937988281kW,false,49°F,showers
2019-05-14T08:45:00-04:00 New_York,390.0589294433594kW,false,49°F,showers
2019-05-14T09:00:00-04:00 New_York,445.6343688964844kW,false,49°F,showers
2019-05-14T09:15:00-04:00 New_York,508.281494140625kW,false,49.25°F,showers
2019-05-14T09:30:00-04:00 New_York,571.12890625kW,false,49.5°F,showers
2019-05-14T09:45:00-04:00 New_York,683.9534301757812kW,false,49.75°F,showers
2019-05-14T10:00:00-04:00 New_York,886.4633178710938kW,true,50°F,showers
2019-05-14T10:15:00-04:00 New_York,913.7467041015625kW,true,50.25°F,showers
2019-05-14T10:30:00-04:00 New_York,997.1381225585938kW,true,50.5°F,showers
2019-05-14T10:45:00-04:00 New_York,994.0064697265625kW,true,50.75°F,showers
2019-05-14T11:00:00-04:00 New_York,985.4378662109375kW,true,51°F,showers
2019-05-14T11:15:00-04:00 New_York,987.2182006835938kW,true,51.25°F,showers
2019-05-14T11:30:00-04:00 New_York,1014.5757446289062kW,true,51.5°F,showers
2019-05-14T11:45:00-04:00 New_York,1003.3833618164062kW,true,51.75°F,showers
2019-05-14T12:00:00-04:00 New_York,1191.488037109375kW,true,52°F,showers
2019-05-14T12:15:00-04:00 New_York,990.6182861328125kW,true,52.25°F,showers
2019-05-14T12:30:00-04:00 New_York,940.8128051757812kW,true,52.5°F,showers
2019-05-14T12:45:00-04:00 New_York,954.0136108398438kW,true,52.75°F,showers
2019-05-14T13:00:00-04:00 New_York,965.5176391601562kW,true,53°F,showers
2019-05-14T13:15:00-04:00 New_York,949.9459838867188kW,true,53.5°F,showers
2019-05-14T13:30:00-04:00 New_York,977.8677978515625kW,true,54°F,showers
2019-05-14T13:45:00-04:00 New_York,1000.4525756835938kW,true,54.5°F,showers
2019-05-14T14:00:00-04:00 New_York,1014.6329345703125kW,true,55°F,showers
2019-05-14T14:15:00-04:00 New_York,1192.912841796875kW,true,55.25°F,showers
2019-05-14T14:30:00-04:00 New_York,1110.5966796875kW,true,55.5°F,showers
2019-05-14T14:45:00-04:00 New_York,1152.858642578125kW,true,55.75°F,showers
2019-05-14T15:00:00-04:00 New_York,1119.4461669921875kW,true,56°F,showers
2019-05-14T15:15:00-04:00 New_York,994.0784301757812kW,true,55.75°F,showers
2019-05-14T15:30:00-04:00 New_York,991.4188232421875kW,true,55.5°F,showers
2019-05-14T15:45:00-04:00 New_York,1034.953369140625kW,true,55.25°F,showers
2019-05-14T16:00:00-04:00 New_York,998.4031982421875kW,true,55°F,showers
2019-05-14T16:15:00-04:00 New_York,975.8701782226562kW,true,55°F,showers
2019-05-14T16:30:00-04:00 New_York,1033.8038330078125kW,true,55°F,showers
2019-05-14T16:45:00-04:00 New_York,1130.6080322265625kW,true,55°F,showers
2019-05-14T17:00:00-04:00 New_York,1093.0048828125kW,true,55°F,showers
2019-05-14T17:15:00-04:00 New_York,1086.3294677734375kW,true,55°F,showers
2019-05-14T17:30:00-04:00 New_York,1148.5595703125kW,true,55°F,showers
2019-05-14T17:45:00-04:00 New_York,1153.6705322265625kW,true,55°F,showers
2019-05-14T18:00:00-04:00 New_York,1116.103271484375kW,true,55°F,showers
2019-05-14T18:15:00-04:00 New_York,1105.172119140625kW,true,54.5°F,showers
2019-05-14T18:30:00-04:00 New_York,1175.9200439453125kW,true,54°F,showers
2019-05-14T18:45:00-04:00 New_York,1255.702392578125kW,true,53.5°F,showers
2019-05-14T19:00:00-04:00 New_York,1252.139404296875kW,true,53°F,showers
2019-05-14T19:15:00-04:00 New_York,1320.798095703125kW,true,52.75°F,showers
2019-05-14T19:30:00-04:00 New_York,1368.3670654296875kW,true,52.5°F,showers
2019-05-14T19:45:00-04:00 New_York,1323.1319580078125kW,true,52.25°F,showers
2019-05-14T20:00:00-04:00 New_York,1345.5167236328125kW,true,52°F,partlyCloudy
2019-05-14T20:15:00-04:00 New_York,1330.2186279296875kW,true,51.75°F,partlyCloudy
2019-05-14T20:30:00-04:00 New_York,1310.24853515625kW,true,51.5°F,partlyCloudy
2019-05-14T20:45:00-04:00 New_York,1260.666259765625kW,true,51.25°F,partlyCloudy
2019-05-14T21:00:00-04:00 New_York,1151.4459228515625kW,false,51°F,partlyCloudy
2019-05-14T21:15:00-04:00 New_York,1151.695068359375kW,false,50.75°F,partlyCloudy
2019-05-14T21:30:00-04:00 New_York,861.955810546875kW,false,50.5°F,partlyCloudy
2019-05-14T21:45:00-04:00 New_York,662.4189453125kW,false,50.25°F,partlyCloudy
2019-05-14T22:00:00-04:00 New_York,567.26025390625kW,false,50°F,partlyCloudy
2019-05-14T22:15:00-04:00 New_York,513.9723510742188kW,false,49.75°F,partlyCloudy
2019-05-14T22:30:00-04:00 New_York,480.3103332519531kW,false,49.5°F,partlyCloudy
2019-05-14T22:45:00-04:00 New_York,427.1874694824219kW,false,49.25°F,partlyCloudy
2019-05-14T23:00:00-04:00 New_York,369.4158020019531kW,false,49°F,partlyCloudy
2019-05-14T23:15:00-04:00 New_York,339.7913513183594kW,false,48.75°F,partlyCloudy
2019-05-14T23:30:00-04:00 New_York,332.3155822753906kW,false,48.5°F,partlyCloudy
2019-05-14T23:45:00-04:00 New_York,315.104248046875kW,false,48.25°F,partlyCloudy
2019-05-15T00:00:00-04:00 New_York,306.15106201171875kW,false,48°F,partlyCloudy
2019-05-15T00:15:00-04:00 New_York,309.0843505859375kW,false,47.75°F,partlyCloudy
2019-05-15T00:30:00-04:00 New_York,294.9432067871094kW,false,47.5°F,partlyCloudy
2019-05-15T00:45:00-04:00 New_York,295.52508544921875kW,false,47.25°F,partlyCloudy
2019-05-15T01:00:00-04:00 New_York,295.1416320800781kW,false,47°F,partlyCloudy
2019-05-15T01:15:00-04:00 New_York,286.6338195800781kW,false,46.75°F,partlyCloudy
2019-05-15T01:30:00-04:00 New_York,299.6895751953125kW,false,46.5°F,partlyCloudy
2019-05-15T01:45:00-04:00 New_York,284.7511901855469kW,false,46.25°F,partlyCloudy
2019-05-15T02:00:00-04:00 New_York,272.08953857421875kW,false,46°F,partlyCloudy
2019-05-15T02:15:00-04:00 New_York,279.6739807128906kW,false,45.75°F,partlyCloudy
2019-05-15T02:30:00-04:00 New_York,278.4278259277344kW,false,45.5°F,partlyCloudy
2019-05-15T02:45:00-04:00 New_York,282.0093078613281kW,false,45.25°F,partlyCloudy
2019-05-15T03:00:00-04:00 New_York,271.24224853515625kW,false,45°F,partlyCloudy
2019-05-15T03:15:00-04:00 New_York,272.5831604003906kW,false,45°F,partlyCloudy
2019-05-15T03:30:00-04:00 New_York,268.6317443847656kW,false,45°F,partlyCloudy
2019-05-15T03:45:00-04:00 New_York,266.2283020019531kW,false,45°F,partlyCloudy
2019-05-15T04:00:00-04:00 New_York,267.90966796875kW,false,45°F,partlyCloudy
2019-05-15T04:15:00-04:00 New_York,275.24041748046875kW,false,45°F,partlyCloudy
2019-05-15T04:30:00-04:00 New_York,268.71923828125kW,false,45°F,partlyCloudy
2019-05-15T04:45:00-04:00 New_York,264.4303894042969kW,false,45°F,partlyCloudy
2019-05-15T05:00:00-04:00 New_York,271.8205261230469kW,false,45°F,partlyCloudy
2019-05-15T05:15:00-04:00 New_York,261.7701416015625kW,false,45°F,partlyCloudy
2019-05-15T05:30:00-04:00 New_York,263.8871154785156kW,false,45°F,partlyCloudy
2019-05-15T05:45:00-04:00 New_York,248.375732421875kW,false,45°F,partlyCloudy
2019-05-15T06:00:00-04:00 New_York,234.48153686523438kW,false,45°F,partlyCloudy
2019-05-15T06:15:00-04:00 New_York,235.74551391601562kW,false,45.5°F,partlyCloudy
2019-05-15T06:30:00-04:00 New_York,226.6292724609375kW,false,46°F,partlyCloudy
2019-05-15T06:45:00-04:00 New_York,188.6384735107422kW,false,46.5°F,partlyCloudy
2019-05-15T07:00:00-04:00 New_York,209.1240234375kW,false,47°F,partlyCloudy
2019-05-15T07:15:00-04:00 New_York,226.5608367919922kW,false,47.5°F,partlyCloudy
2019-05-15T07:30:00-04:00 New_York,229.2510986328125kW,false,48°F,partlyCloudy
2019-05-15T07:45:00-04:00 New_York,226.8605499267578kW,false,48.5°F,partlyCloudy
2019-05-15T08:00:00-04:00 New_York,255.51670837402344kW,false,49°F,partlyCloudy
2019-05-15T08:15:00-04:00 New_York,325.0192565917969kW,false,49.5°F,partlyCloudy
2019-05-15T08:30:00-04:00 New_York,411.89007568359375kW,false,50°F,partlyCloudy
2019-05-15T08:45:00-04:00 New_York,439.9526672363281kW,false,50.5°F,partlyCloudy
2019-05-15T09:00:00-04:00 New_York,471.796875kW,false,51°F,partlyCloudy
2019-05-15T09:15:00-04:00 New_York,560.5958862304688kW,false,51.75°F,partlyCloudy
2019-05-15T09:30:00-04:00 New_York,624.437255859375kW,false,52.5°F,partlyCloudy
2019-05-15T09:45:00-04:00 New_York,753.6846313476562kW,false,53.25°F,partlyCloudy
2019-05-15T10:00:00-04:00 New_York,885.216552734375kW,true,54°F,partlyCloudy
2019-05-15T10:15:00-04:00 New_York,944.171630859375kW,true,54.5°F,partlyCloudy
2019-05-15T10:30:00-04:00 New_York,1010.8599243164062kW,true,55°F,partlyCloudy
2019-05-15T10:45:00-04:00 New_York,1055.47607421875kW,true,55.5°F,partlyCloudy
2019-05-15T11:00:00-04:00 New_York,1058.1553955078125kW,true,56°F,partlyCloudy
2019-05-15T11:15:00-04:00 New_York,1073.0360107421875kW,true,56.75°F,partlyCloudy
2019-05-15T11:30:00-04:00 New_York,1091.24951171875kW,true,57.5°F,partlyCloudy
2019-05-15T11:45:00-04:00 New_York,1109.3270263671875kW,true,58.25°F,partlyCloudy
2019-05-15T12:00:00-04:00 New_York,1129.3194580078125kW,true,59°F,partlyCloudy
2019-05-15T12:15:00-04:00 New_York,1134.7020263671875kW,true,59.5°F,partlyCloudy
2019-05-15T12:30:00-04:00 New_York,1129.1302490234375kW,true,60°F,partlyCloudy
2019-05-15T12:45:00-04:00 New_York,1150.26171875kW,true,60.5°F,partlyCloudy
2019-05-15T13:00:00-04:00 New_York,1159.5614013671875kW,true,61°F,partlyCloudy
2019-05-15T13:15:00-04:00 New_York,1151.524658203125kW,true,61.5°F,partlyCloudy
2019-05-15T13:30:00-04:00 New_York,1156.0458984375kW,true,62°F,partlyCloudy
2019-05-15T13:45:00-04:00 New_York,1151.577392578125kW,true,62.5°F,partlyCloudy
2019-05-15T14:00:00-04:00 New_York,1196.924072265625kW,true,63°F,partlyCloudy
2019-05-15T14:15:00-04:00 New_York,1228.919189453125kW,true,63.5°F,partlyCloudy
2019-05-15T14:30:00-04:00 New_York,1228.9810791015625kW,true,64°F,partlyCloudy
2019-05-15T14:45:00-04:00 New_York,1172.7716064453125kW,true,64.5°F,partlyCloudy
2019-05-15T15:00:00-04:00 New_York,1149.6676025390625kW,true,65°F,partlyCloudy
2019-05-15T15:15:00-04:00 New_York,1220.838134765625kW,true,65.25°F,partlyCloudy
2019-05-15T15:30:00-04:00 New_York,1188.1390380859375kW,true,65.5°F,partlyCloudy
2019-05-15T15:45:00-04:00 New_York,1199.8529052734375kW,true,65.75°F,partlyCloudy
2019-05-15T16:00:00-04:00 New_York,1198.9808349609375kW,true,66°F,partlyCloudy
2019-05-15T16:15:00-04:00 New_York,1228.6199951171875kW,true,66°F,partlyCloudy
2019-05-15T16:30:00-04:00 New_York,1230.1336669921875kW,true,66°F,partlyCloudy
2019-05-15T16:45:00-04:00 New_York,1210.8253173828125kW,true,66°F,partlyCloudy
2019-05-15T17:00:00-04:00 New_York,1266.0926513671875kW,true,66°F,partlyCloudy
2019-05-15T17:15:00-04:00 New_York,1227.89892578125kW,true,65.75°F,partlyCloudy
2019-05-15T17:30:00-04:00 New_York,1335.7691650390625kW,true,65.5°F,partlyCloudy
2019-05-15T17:45:00-04:00 New_York,1226.4752197265625kW,true,65.25°F,partlyCloudy
2019-05-15T18:00:00-04:00 New_York,1224.3341064453125kW,true,65°F,partlyCloudy
2019-05-15T18:15:00-04:00 New_York,1300.491455078125kW,true,64.5°F,partlyCloudy
2019-05-15T18:30:00-04:00 New_York,1363.257568359375kW,true,64°F,partlyCloudy
2019-05-15T18:45:00-04:00 New_York,1426.8338623046875kW,true,63.5°F,partlyCloudy
2019-05-15T19:00:00-04:00 New_York,1443.42333984375kW,true,63°F,partlyCloudy
2019-05-15T19:15:00-04:00 New_York,1453.0948486328125kW,true,62.5°F,partlyCloudy
2019-05-15T19:30:00-04:00 New_York,1472.22021484375kW,true,62°F,partlyCloudy
2019-05-15T19:45:00-04:00 New_York,1543.30810546875kW,true,61.5°F,partlyCloudy
2019-05-15T20:00:00-04:00 New_York,1572.694091796875kW,true,61°F,thunderstorms
2019-05-15T20:15:00-04:00 New_York,1594.0894775390625kW,true,60.5°F,thunderstorms
2019-05-15T20:30:00-04:00 New_York,1519.90087890625kW,true,60°F,thunderstorms
2019-05-15T20:45:00-04:00 New_York,1411.45166015625kW,true,59.5°F,thunderstorms
2019-05-15T21:00:00-04:00 New_York,1381.384521484375kW,false,59°F,thunderstorms
2019-05-15T21:15:00-04:00 New_York,1321.1015625kW,false,59°F,thunderstorms
2019-05-15T21:30:00-04:00 New_York,957.5823364257812kW,false,59°F,thunderstorms
2019-05-15T21:45:00-04:00 New_York,676.16552734375kW,false,59°F,thunderstorms
2019-05-15T22:00:00-04:00 New_York,555.1781005859375kW,false,59°F,thunderstorms
2019-05-15T22:15:00-04:00 New_York,488.82244873046875kW,false,58.75°F,thunderstorms
2019-05-15T22:30:00-04:00 New_York,458.49237060546875kW,false,58.5°F,thunderstorms
2019-05-15T22:45:00-04:00 New_York,432.3316650390625kW,false,58.25°F,thunderstorms
2019-05-15T23:00:00-04:00 New_York,371.00946044921875kW,false,58°F,cloudy
2019-05-15T23:15:00-04:00 New_York,346.3836669921875kW,false,58°F,cloudy
2019-05-15T23:30:00-04:00 New_York,325.45843505859375kW,false,58°F,cloudy
2019-05-15T23:45:00-04:00 New_York,315.5137023925781kW,false,58°F,cloudy
2019-05-16T00:00:00-04:00 New_York,298.43280029296875kW,false,58°F,cloudy
2019-05-16T00:15:00-04:00 New_York,290.5320739746094kW,false,57.75°F,cloudy
2019-05-16T00:30:00-04:00 New_York,286.4053649902344kW,false,57.5°F,cloudy
2019-05-16T00:45:00-04:00 New_York,292.210693359375kW,false,57.25°F,cloudy
2019-05-16T01:00:00-04:00 New_York,285.2713317871094kW,false,57°F,cloudy
2019-05-16T01:15:00-04:00 New_York,277.9608459472656kW,false,57°F,cloudy
2019-05-16T01:30:00-04:00 New_York,268.0111389160156kW,false,57°F,cloudy
2019-05-16T01:45:00-04:00 New_York,267.9100341796875kW,false,57°F,cloudy
2019-05-16T02:00:00-04:00 New_York,274.16998291015625kW,false,57°F,thunderstorms
2019-05-16T02:15:00-04:00 New_York,268.1366882324219kW,false,56.75°F,thunderstorms
2019-05-16T02:30:00-04:00 New_York,269.175048828125kW,false,56.5°F,thunderstorms
2019-05-16T02:45:00-04:00 New_York,270.941650390625kW,false,56.25°F,thunderstorms
2019-05-16T03:00:00-04:00 New_York,269.4141540527344kW,false,56°F,thunderstorms
2019-05-16T03:15:00-04:00 New_York,261.42657470703125kW,false,55.75°F,thunderstorms
2019-05-16T03:30:00-04:00 New_York,267.2178649902344kW,false,55.5°F,thunderstorms
2019-05-16T03:45:00-04:00 New_York,263.7794494628906kW,false,55.25°F,thunderstorms
2019-05-16T04:00:00-04:00 New_York,260.902099609375kW,false,55°F,thunderstorms
2019-05-16T04:15:00-04:00 New_York,256.8101501464844kW,false,54.75°F,thunderstorms
2019-05-16T04:30:00-04:00 New_York,261.1171569824219kW,false,54.5°F,thunderstorms
2019-05-16T04:45:00-04:00 New_York,259.6221923828125kW,false,54.25°F,thunderstorms
2019-05-16T05:00:00-04:00 New_York,269.0394592285156kW,false,54°F,thunderstorms
2019-05-16T05:15:00-04:00 New_York,255.714111328125kW,false,53.75°F,thunderstorms
2019-05-16T05:30:00-04:00 New_York,275.2622375488281kW,false,53.5°F,thunderstorms
2019-05-16T05:45:00-04:00 New_York,261.7343444824219kW,false,53.25°F,thunderstorms
2019-05-16T06:00:00-04:00 New_York,215.64096069335938kW,false,53°F,thunderstorms
2019-05-16T06:15:00-04:00 New_York,159.384033203125kW,false,53.25°F,thunderstorms
2019-05-16T06:30:00-04:00 New_York,163.4237060546875kW,false,53.5°F,thunderstorms
2019-05-16T06:45:00-04:00 New_York,225.91812133789062kW,false,53.75°F,thunderstorms
2019-05-16T07:00:00-04:00 New_York,189.89273071289062kW,false,54°F,thunderstorms
2019-05-16T07:15:00-04:00 New_York,212.37014770507812kW,false,54.25°F,thunderstorms
2019-05-16T07:30:00-04:00 New_York,213.8869171142578kW,false,54.5°F,thunderstorms
2019-05-16T07:45:00-04:00 New_York,220.6023712158203kW,false,54.75°F,thunderstorms
2019-05-16T08:00:00-04:00 New_York,243.01966857910156kW,false,55°F,showers
2019-05-16T08:15:00-04:00 New_York,308.45574951171875kW,false,55.25°F,showers
2019-05-16T08:30:00-04:00 New_York,457.8575134277344kW,false,55.5°F,showers
